,Name,Link,Category,Description
315, Foldier API,https://www.programmableweb.com/api/foldier,File Sharing," Foldier offers users tools for searching, aggregating, organizing and sharing personal content. The foldier API is a RESTful interface that allows external applications to request services from..."
316, Estate++ API,https://www.programmableweb.com/api/estate,Storage," Estate++, a subscription-based virtual safe deposit box service to provide reliable access to information for planning and emergency purposes. Whether via natural disaster, theft, or even death and..."
317, TimeAPI API,https://www.programmableweb.com/api/timeapi,Tools, The TimeAPI is web service to get dates/times from natural language queries based on Chronic. Source code is available on GitHub.
318, Social Entrepreneur API,https://www.programmableweb.com/api/social-entrepreneur,Social, The Social Entrepreneur API is an open database of information about social entrepreneurs who have won fellowships and awards from social enterprise funders. The tool allows users to find social...
319, Burning Man API,https://www.programmableweb.com/api/burning-man,Events," Burning Man is an art event and temporary community ""based on radical self expression and self-reliance"" that takes place each summer at Black Rock City of Nevada It has its own API that gives users..."
320, Site24x7 API,https://www.programmableweb.com/api/site24x7,Monitoring, Site24x7 provides a website monitoring service for users. The Site24x7 API allows developers to integrate the services with their site. Features include the ability to add/modify monitors into...
321, iContact API,https://www.programmableweb.com/api/icontact,Email," The iContact API features all the iContact capabilities to help users build email marketing applications. It is designed from the ground up to be easy to use, flexible, and powerful. Some of the..."
322, Bible.org API,https://www.programmableweb.com/api/bibleorg,Reference," Bible.org provides users with access to passages of the Bible, along with additional features that allow users to interact. The NET Bible API gives developers access to passages using a simple..."
323, Mezeo API,https://www.programmableweb.com/api/mezeo,Storage, Mezeo provides a software platform for the deployment of white label cloud storage services that lets service providers quickly enter the cloud storage market. The Cloud Storage Platform API provides...
324, VoiceForge API,https://www.programmableweb.com/api/voiceforge,Telephony," VoiceForge is an online speech service that allows users high quality text to speech audio (TTS). With the VoiceForge API, developers can simply send text and voice type, and receive the audio-..."
325, CheddarGetter API,https://www.programmableweb.com/api/cheddargetter,Payments, CheddarGetter is an online billing and subscription management system designed to make it easier to accept and track payments. The CheddarGetter API allows users to integrate the ChedderGetter...
326, stdicon API,https://www.programmableweb.com/api/stdicon,N/A," The stdicon service hosts icons for lots of filetypes that you can use and link to. It lets developers use a file extention like /html, a filename like /movie.avi, or a mimetype like application/pdf..."
327, Wellynews API,https://www.programmableweb.com/api/wellynews,News Services," The Wellynews API provides RSS and JSON interfaces to a collection of local news items aggregated from community groups in Wellington, New Zealand."
328, Fellowship One API,https://www.programmableweb.com/api/fellowship-one,Other, The Fellowship One API is a REST-based web allows users to access and use the information available from Fellowship One's database of church members. The API features OAUTH protocol for...
329, tagdef API,https://www.programmableweb.com/api/tagdef,Social," Tagdef.com gives users an easy way to define and look up Twitter hashtags. Through its RESTful API, users can retrieve the definitions, returned in XML format, and integrate the data into their..."
330, 3scale Service Management API,https://www.programmableweb.com/api/3scale-service-management,Tools, 3Scale enables API owners to integrate API management services into their existing systems. 3scale offers an on-demand infrastructure platform lets businesses capitalize on their Web Services to...
331, NameCheap API,https://www.programmableweb.com/api/namecheap,Registration, The NameCheap API is an arena for developers who wish to build web or desktop apps that integrate with their NameCheap account. It allows users to access account data from NameCheap.com and offers...
332, Spreedly API,https://www.programmableweb.com/api/spreedly,Payments," Spreedly gives web applications an easy way to handle subscription-based services. The service works through many well-known payment gateways, including PayPal and SagePay, to complete fast, secure..."
333, RightSignature API,https://www.programmableweb.com/api/rightsignature,Enterprise, RightSignature provdes a service for easy online document signing. The RightSignature API gives users the same service to use in their projects and websites. Documentation and example code is...
334, Doculicious API,https://www.programmableweb.com/api/doculicious,PDF," Doculicious.com is a web service for creating online web forms that output PDF files. The Doculicious API provides users with the tools to query entries saved to their forms, and also submit entries..."
